AÑO,No.,VALOR ADICIONAL,VALOR TOTAL,OBJETO,MUNICIPIO,ESTADO,FECHA INICIO,FECHA TERMINACION,% AVANCE OBRA,% EJECUCION $$$$
2019,2208,"$ 409,265,835.95","$ 1,183,166,093.45","MEJORAMIENTO Y RESTAURACION DDE LAS INSTALACIONES DE COMANDO DEL BATALLON DE INFANTERIA NO 14. CT ANTONIO RICAURTE , EN BUCARAMANGA.",BUCARAMANGA,LIQUIDADO,2020-01-08T00:00:00.000,2020-12-28T00:00:00.000,100.00%,100.00%
2019,2211,$ 0.00,"$ 5,763,983,995.00","PAVIMENTACION Y REHABILITACION VIAL TONA - INTERSECCION - KM 18 TRANSVERSAL CENTRAL , MUNICIPIO DE TONA",TONA,SUSPENDIDO,2020-07-13T00:00:00.000,2021-04-12T00:00:00.000,89.00%,"acta 1 
$216.704.944,84"
2019,2214,$ 0.00,"$ 12,862,393,445.31",MEJORAMIENTO Y PAVIMENTACION DE LA VIA MATANZA - BUCARAMANGA SANTANDER,MATANZA,LIQUIDADO,2019-11-06T00:00:00.000,2020-10-08T00:00:00.000,100.00%,100.00%
2019,2224,"1. $204.621.690,00
2. $242.941.642,00","$ 1,350,998,004.00",INTERVENTORIA PARA EL MEJORAMINETO REHABILITACION DE LA VIA CHIMA - SIMACOTA DEPARTAMENTO DE SANTANDER.,CHIMA,EJECUCION,2019-10-07T00:00:00.000,29/06/2023,91.00%,"78,49%                                   ACTA 4"
2019,2225,"$ 328,072,290.00","$ 1,262,198,490.00","INTERVENTORIA PARA EL MEJORAMIENTO Y PAVIMENTACION DE LA VIA MATANZA - BUCARAMANGA , SANTANDER",MATANZA,LIQUIDADO,2019-11-06T00:00:00.000,2020-10-08T00:00:00.000,100.00%,100.00%
2019,2229,$ 0.00,"$ 53,502,500.00","SEGUIMIENTO, PROGRAMACION MONITOREO DE LAS MAQUINAS INDICADAS POR LA SECRETARIA DE INFRAESTRUCTURA A TRAVES DE EQUIPOS GPS QUE CONFORMAN EL BANCO DE MAQUINARIA DEL DEPARTAMENTO DE SANTANDER ENMARCADO EN EL PROYECTO FORTALECIMIENTO TECNICO AL BANCO DE MAQUINARIA DEL DEPARTAMENTO DE SANTANDER",BANCO DE MAQUINARIA,TERMINADO,2019-10-03T00:00:00.000,2020-01-17T00:00:00.000,0.00%,"58,53%
ACTA 1"
2019,2236,$ 0.00,"$ 5,048,837,237.01","PAVIMENTACION DE LA VIA SAN BENITO GUEPSA, MUNICIPI DE SAN BENITO, SANTANDER",SAN BENITO,CON INCONVENIENTES,2019-11-25T00:00:00.000,2020-06-24T00:00:00.000,1.90%,0.00%
2019,2237,$ 0.00,"$ 356,791,750.00","INTERVENTORIA PARA LA PAVIMENTACION DE LA VIA SAN BENITO GUEPSA, MUNICIPI DE SAN BENITO, SANTANDER",SAN BENITO,CON INCONVENIENTES,2019-11-25T00:00:00.000,2020-06-24T00:00:00.000,49.18%,"49,18%
ACTA 4"
2019,2238,$ 0.00,"2,029,732,607.00","MEJORAMIENTO DE LA VIA QUE CONDUCE AL MUNICIPIO DE AGUADA , VEREDA LA LAGUNA, LA LOMA Y TIERRA BLANCA DEL MUNICIPIO DE EL GUACAMAYO, SANTANDER",GUACAMAYO,LIQUIDADO,2019-10-25T00:00:00.000,2020-12-28T00:00:00.000,100.00%,100.00%
2019,2240,"$ 1,984,670,380.04","$ 5,262,670,380.04","ATENCION DE LA CALAMIDAD PUBLICA OCACIONADA POR LA INUNDACIONES PRESENTADAS EN EL MUNICIPIO DE SABANA DE TORRES , SANTANDER SEGÚN ACTA No 008 DEL 23 DE MAYO DE 2019 Y DECRETO 0124  DE MAYO 27 DE 2019 EMITIDO POR PARTE DEL MUNICIPIO DE SABANA DE TORRES SANTANDER",SABANA DE TORRES,LIQUIDADO,2019-10-15T00:00:00.000,2020-12-13T00:00:00.000,100.00%,100.00%
2019,2242,"$ 32,477,083.33","$ 137,048,333.33","INTERVENTORIA PARA EL MEJORAMIENTO DE LA VIA QUE CONDUCE AL MUNICIPIO DE AGUADA, VEREDA LA LAGUNA, LA LOMA Y TIERRA BLANCA DEL MUNICIPIO DE EL GUACAMAYO",GUACAMAYO,LIQUIDADO,2019-10-25T00:00:00.000,2020-12-10T00:00:00.000,100.00%,92.83%
2019,2243,"$ 209,945,967.00","$ 359,907,408.00","INTERVENTORIA PARA LA ATENCION DE LA CALAMIDAD PUBLICA OCASIONADA POR LAS INUNDACIONES PRESENTADAS EN EL MUNICIPIO DE SABANA DE TORRES, SANTANDER, SEGUN ACTA NO. 008 DEL 23 DE MAYO DE 2019 Y DECRETO 0124 DE MAYO 27 DE 2019, EMITIDOS POR PARTE DEL MUNICIPIO DE SABNA DE TORRES , SANTANDER",SABANA DE TORRES,LIQUIDADO,2019-10-15T00:00:00.000,2020-12-13T00:00:00.000,100.00%,100.00%
2019,2244,$ 0.00,"$ 41,226,360.01",INTERVENTORIA PARA LA ADECUACION Y REMODELACION DEL PARQUE PRINCIPAL DEL MUNICIPIO DE JESUS MARIA - DEPARTAMENTO DE SANTANDER,JESUS MARIA,TERMINADO,2019-11-05T00:00:00.000,2022-11-04T00:00:00.000,98.99%,99.99%
2019,2245,"$ 224,040,660.92","$ 1,344,243,964.92",MEJORAMIENTO DE VIAS TERCIARIAS EN EL MUNICIPIO DE LANDAZURI SANTANDER.,LANDAZURI,TERMINADO,2020-03-03T00:00:00.000,2022-02-11T00:00:00.000,85.00%,0.00%
2019,2246,$ 0.00,"$ 2,418,260,528.00","CONSTRUCCION DE LA CASA DE LA CULTURA DEL MUNICIPIO DE CONTRATACION, SANTANDER""",CONTRATACION,SUSPENDIDO,2020-11-23T00:00:00.000,"22/05/2021
Depende del reinicio",19.56%,19.56%
2019,2247,$ 0.00,"$ 169,511,692.00",INTERVENTORIA TECNICA ADMINISTRATIVA Y FINANCIERA PRA LA CONSTRUCION CASA DE LA CULTURA MUNICIPIO DE CONTRATACION SANTANDER.,CONTRATACION,SUSPENDIDO,2020-11-23T00:00:00.000,"22/05/2021
Depende del reinicio",62.65%,62.65%
2019,2250,$ 0.00,"2,779,762,060,69","CONSTRUCCION PARQUE LA PERA, MUNICIPIO DE FLORIDABLANCA SANTANDER",FLORIDABLANCA,LIQUIDADO,2019-12-10T00:00:00.000,2021-05-22T00:00:00.000,100.00%,99.90%
2019,2255,$ 0.00,"$ 22,102,965,523.65","CONSTRUCCION PARQUE INTERACTIVO CENTRO ORIENTE SANTANDER - BARRANCABERMEJA""",BARRANCABERMEJA,SUSPENDIDO,2019-12-17T00:00:00.000,2023-05-29T00:00:00.000,61.27%,61.00%
2019,2262,"$ 22,058,212.99","$ 154,407,490.95",INTERVENTORIA PARA LA REMODELACION DEL PARQUE PRINCIPAL DE MACARAVITA SANTANDER.,MACARAVITA,LIQUIDADO,2019-11-12T00:00:00.000,2022-03-31T00:00:00.000,100.00%,100.00%
2019,2294,$ 0.00,"$ 6,514,255,243.00",OPTIMIZACION Y MEJORAMIENTO DEL SISTEMA DE ALCANTARILLADO COMBINADO FASE I DEL CASCO URBANO DEL MUNICIPIO DE ZAPATOCA DEPARTAMENTO DE SANTANDER,ZAPATOCA,LIQUIDADO,2020-12-01T00:00:00.000,2021-12-10T00:00:00.000,100%,99%
2019,2305,"$ 207,078,869.42","$ 584,594,142.00",CONSTRUCION DE PAVIMENTACION EN CONCRETO RIGIDO Y REDES DE ALCANTARILLADO SANITARIO Y PLUVIAL SOBRE LA CARRERA TERCERA ENTRE EL K 00 + 266 AL K 00 + 266 AL K 00 + 369.3 EN EL PERIMETRO URBANO DEL MUNICIPIO DE GUAVATA - SANTANDER - SANTANDER. IT-SA-19-02.,GUAVATA,TERMINADO,2020-02-24T00:00:00.000,2021-12-12T00:00:00.000,100.00%,0.00%
2019,2371,$ 0.00,"$ 4,619,049,671.00","""MEJORAMIENTO DE LA SEGUNDA ETAPA DE LA VIA CONTRATACION - GUADALUPE DEL MUNICIPIO DE CONTRATACION"" IT-LP-19-16",CONTRATACION,LIQUIDADO,2020-07-06T00:00:00.000,2021-01-05T00:00:00.000,0.00%,0.00%
2019,2383,$ 0.00,"$ 624,945,720.00",CONSTRUCCION CUBIERTA CANCHA MULTIPLE CENTRO EDUCATIVO JUNTAS DEL MUNICIPIO DE SAN BENITO SANTANDER. IT-SA-19-03.,SAN BENITO,LIQUIDADO,2019-12-18T00:00:00.000,2021-07-22T00:00:00.000,100.00%,100.00%
2019,2425,$ 0.00,"$ 259,159,390.00","INTERVENTORIA DEL PROYECTO CONSTRUCCION PARQUE LA PERA, MUNICIPIO DE FLORIDABLANCA SANTANDER",FLORIDABLANCA,LIQUIDADO,2019-12-10T00:00:00.000,2021-05-22T00:00:00.000,100.00%,99.00%
2019,2428,"$ 248,189,494.00","$ 1,421,058,730.00",INTERENTORIA DEL PROYECTO CONSTRUCCION PARQUE INTERACTIVO CENTRO ORIENTE SANTANDER - BARRANCABERMEJA . IT-CM-19-22.,BARRANCABERMEJA,SUSPENDIDO,2019-12-17T00:00:00.000,2023-08-29T00:00:00.000,89.00%,89.43%
2019,2438,$ 0.00,"$ 356,538,185.00","""INTERVENTORIA PARA EL MEJORAMIENTO DE LA SEGUNDA ETAPA DE LA VIA CONTRATACION - GUADALUPE DEL MUNICIPIO DE CONTRATACION",CONTRATACION,LIQUIDADO,2020-07-06T00:00:00.000,2021-01-05T00:00:00.000,0.00%,0.00%
2019,2449,"1. $406.408.672,30
2. $216.592.243,65","$ 2,422,988,937.00","MANTENIMIENTO Y OPTIMIZACION DEL SISTEMA DE TRATAMIENTO DE AGUAS RESIDUALES - LAGUNA OXIDACION DEL BATALLON DE INFANTERIA No.40 CRLUCIANO D""ELHUYAR",SAN VICENTE DE CHUCURI,LIQUIDADO,2020-09-10T00:00:00.000,2021-12-11T00:00:00.000,100.00%,100.00%
2019,2457,"$ 296,512,226.51","$ 2,071,383,688.31",CONSTRUCCION DE ESTACION DE POLICIA EN EL MUNICIPIO DE LOS SANTOS SANTANDER,LOS SANTOS,TERMINADO,2019-12-23T00:00:00.000,2023-06-24T00:00:00.000,100.00%,100.00%
2019,2458,"1. $120.156.452,00
2. $120.156.452,00","$ 420,547,582.00","INTERVENTORIA TECNICA, ADMINISTRATIVA Y FINANCIERA DE AGUAS RESIDUALES - LAGUNA OXIDACION DEL BATALLON DE INFANTERIA No 40 CR LUCIANO D'ELHUYAR EN SAN VICENTE - DEPARTAMENTO DE SANTANDER"" IN-CM-19-30",SAN VICENTE DE CHUCURI,LIQUIDADO,2020-09-10T00:00:00.000,2021-12-11T00:00:00.000,100.00%,100.00%
2022,3019,"$ 68,782,000.00","$ 120,368,500.00","INTERVENTORIA TÉCNICA, ADMINISTRATIVA Y FINANCIERA PARA LA PAVIMENTACIÓN EN PIEDRA LABOR DE VÍAS URBANAS DEL MUNICIPIO DE GUADALUPE SANTANDER",GUADALUPE,SUSPENDIDO,2022-09-30T00:00:00.000,2023-09-09T00:00:00.000,"85,71",66%
2019,2492,$ 0.00,"$ 2,683,347,143.00","CONSTRUCCION PUENTE HAMACA SOBRE EL RIO TAMARA PARA LA COMUNIDAD INDIGENA UWA DE TAMARA DE JURISDICCION DEL MUNICIPIO DE CONCEPCION, DEPARTAMENTO DE SANTANDER",CONCEPCION,LIQUIDADO,2019-12-19T00:00:00.000,2020-04-18T00:00:00.000,0.00%,0.00%
2019,2495,$ 0.00,"$ 447,150,235.00","INTERVENTORIA PARA LA PAVIMENTACION Y REHABILITACION VIAL TONA - INTERSECCION KM 18 TRANSVERSAL CENTRAL, MUNICIPIO DE TONA.",TONA,SUSPENDIDO,2020-07-13T00:00:00.000,2021-02-12T00:00:00.000,89.00%,0.00%
2019,2496,$ 0.00,"$ 600,694,831.00","CONSTRUCCION REDES DE MEDIA, SUBESTACION Y ALUMBRADO PUBLICO PARA LA ELECTRIFICACION DE LA PARCELA VILLAS DE SAN LORENZO DEL MUNICIPIO DE CIMITARRA",CIMITARRA,EJECUCION,2020-06-19T00:00:00.000,2021-04-18T00:00:00.000,10.00%,0.92
2019,2511,$ 0.00,"$ 23,242,168.00","INTERVENTORIA PARA LA CONSTRUCCION CUBIERTA CANCHA MULTIPLE VEREDA JUNTAS DEL MUNICIPIO DE SAN BENITO, SANTANDER",SAN BENITO,LIQUIDADO,2019-12-18T00:00:00.000,2021-07-22T00:00:00.000,100.00%,100.00%
2019,2528,$ 0.00,"$ 2,246,483,630.00",ADECUACION DE LA MINI - PTAR BOSTON DEL MUNICIPIO DE BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,LIQUIDADO,2019-12-20T00:00:00.000,2020-11-16T00:00:00.000,100.00%,100.00%
2019,2530,"$ 156,786,369.08","$ 2,293,574,629.08",MEJORAMIENTO DE LA VIA TERCIARIA QUE DEL MUNICIPIO DE VETAS CONDUCE AL MUNICIPIO DE CALIFORNIA MEDIANTE LA CONSTRUCCION DE PLACA HUELLAS PARA EL MUNICIPIO DE VETAS SANTANDER,VETAS,LIQUIDADO,2020-06-23T00:00:00.000,2020-12-22T00:00:00.000,100.00%,100.00%
2019,2562,$ 0.00,"$ 1,017,668,482.00",CONTRUCCION E INSTALACION DE SEÑALIZACION VIAL ELEVADA SOBRE LAS VIAS EN LOS PUNTOS LIMITROFES DEL DEPARTAMENTO DE SANTANDER,DEPARTAMENTO,SUSPENDIDO,2019-12-23T00:00:00.000,2023-12-31T00:00:00.000,60.00%,60.00%
2019,2568,$ 0.00,"$ 76,000,000.00",INTERVENTORIA PARA LA CONSTRUCCION E INSTALACION DE SEÑALIZACION VIAL ELEVADA SOBRE LAS VIAS EN LOS PUNTOS LIMITROFES DEL DEPARTAMENTO DE SANTANDER.,DEPARTAMENTO,SUSPENDIDO,2019-12-23T00:00:00.000,2021-04-15T00:00:00.000,0.00%,0.00%
2019,2570,"$ 7,751,332.16","$ 27,036,662.16",INTERVENTORIA PARA LA CONSTRUCCION DE PAVIMENTACION EN CONCRETO RIGIDO Y REDES DE ALCANTARILLADO SANITARIO Y PLUVIAL SOBRE LA CARRETERA TERCERA ENTRE EL K 00 + 266 AL K 00 + 369.3 EN EL PERIMETRO URBANO DEL MUNICIPIO DE GUAVATA - SANTANDER,GUAVATA,TERMINADO,2020-02-24T00:00:00.000,2021-12-12T00:00:00.000,100.00%,100.00%
2019,2571,"$ 1,320,458,792.00","$ 13,162,776,199.00","EL GIRO TOTAL DE LOS RECURSOS DEL SISTEMA GENERAL DE REGALIAS 2017-2018 DEL PROYECTO DENOMINADO; MEJORAMIENTO Y REHABILITACION DE LA VIA CHIMA - SIMACOTA, DEPARTAMENTO DE SANTANDER",CHIMA,EJECUCION,2019-12-13T00:00:00.000,2022-12-10T00:00:00.000,92.00%,92.00%
2019,2580,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: TRES (03) MOTONIVELADORAS, CUATRO (04) VOLQUETAS FVR, CINCO (05) RETROEXCAVADORAS, DOS (02) VIBROCOMPACTADORES, TRES (03) RETROCARGADORES Y UN (01) MINICARGADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA JURISDICCION DEL MUNICIPIO DE CIMITARRA",CIMITARRA,TERMINADO,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2583,$ 0.00,"$ 492,000,000.00","ESTUDIOS Y DISEÑOS PARA LA REVISION, ACTUALIZACION DEL PLAN DE GESTION INTEGRAL DE RESIDUOS SOLIDOS (PGIRS) Y LA FORMULACION DEL PLAN DE CIERRE PARA LAS AREAS DE DISPOSICION FINAL CLAUSURADAS DEL RELLENO SANITARIO REGIONAL ""EL CUCHARO"" MUNICIPIO DE SAN GIL",SAN GIL,LIQUIDADO,2019-12-26T00:00:00.000,2021-04-15T00:00:00.000,100.00%,100.00%
2019,2585,$ 0.00,"$ 211,915,200.00",INTERVENTORIA PARA LA ADECUCACION DE LA MINI PTAR BOSTON DEL MUNICIPIO DE BARRANCABERMEJA SANTANDER,BARRANCABERMEJA,LIQUIDADO,2019-12-20T00:00:00.000,2020-11-16T00:00:00.000,100.00%,100.00%
2019,2589,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA FTR, UN (01) VIBROCOMPACTADOR Y UNA (01) MOTONIVELADORA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE GUADALUPE",GUADALUPE,EJECUCION,2020-06-12T00:00:00.000,2023-12-11T00:00:00.000,2.5%,0.00%
2019,2590,$ 0.00,"$ 946,086,436.10","MEJORAMIENTO, ADECUACION Y MANTENIMIENTO DEL PARQUE PRINCIPAL EN EL CENTRO POBLADO GUANE DEL MUNICIPIO DE BARICHARA - SANTANDER",BARICHARA,LIQUIDADO,2020-02-04T00:00:00.000,2020-12-15T00:00:00.000,100.00%,98.82%
2019,2592,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO , DE UNA (1) VOLQUETA FVR, UN (1) RETROCARGADOR CAT 416 E, UNA (1) MOTONIVELADORA Y UN (1) VIBROCOMPACTADOR , PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SAN GIL. IDENTFICACION DE LA MAQUINARIA .",SAN GIL,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2593,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO , DE UNA (1) VOLQUETA FVR, UN (1) VIBROCOMPACTADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE CURITI . IDENTFICACION DE LA MAQUINARIA",CURITI,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2595,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) VIBROCOMPACTADOR, UNA (01) RETROEXCAVADORA SY215C, DOS (02) VOLQUETAS FVR, UN (01) RETROCARGADOR, UNA (01) MOTONIVELADORA, UN MARTIN HIDRAHULICO Y UN BULLDOZER, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE LA PAZ",LA PAZ,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2596,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) RETROCARGADOR Y UNA (01) VOLQUETA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE CEPITA",CEPITA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2597,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) RETROCARGADOR 866 HTC, UNA (01) VOLQUETA FVR, UNA (01) CAMIONETA LUV DIMAX3.0, UNA (01) MOTONIVELADORA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE CHARALA",CHARALA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2598,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) EXCAVADORA, UNA (01) MOTONIVELADORA Y UNA (01) VOLQUETA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE CONCEPCION",CONCEPCION,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2599,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) VIBROCOMPACTADOR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE GUAPOTA",GUAPOTA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2600,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA FTR, UN (01) VIBROCOMPACTADOR Y UNA MOTONIVELADORA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE CHIMA",CHIMA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2601,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) CAMIONETA- LUV DIMAX 3.0, DOS (02) VOLQUETAS FVR, UN (01) VIBROCOMPACTADOR,, Y UN (01) RETROCARGADOR PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE VILLANUEVA",VILLANUEVA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2602,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) VIBROCOMPACTADOR, DOS (02) MOTONIVELADORAS, UN (01) CAMION TANQUE, (03) TRES VOLQUETAS FTR Y UNA (01) RETROEXCAVADORA DE ORUGA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE LANDAZURI""",LANDAZURI,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2603,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) MINICARGADOR 320D, UN (01) VIBROCOMPACTADOR 886 HTC, UN (01) MARTILLO HIDRAHULICO, UN (01) RETROCARGADOR CAT 416E Y UN (01) COMPRESOR DE AIRE, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE CONFINES",CONFINES,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2604,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) RETROEXCAVADORA Y UNA (01) MOTONIVELADORA, UNA (01) VOLQUETA Y UNA (01) CAMIONETA DOBLE CABINA PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE GAMBITA",GAMBITA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2605,$ 0.00,"$ 145,998,399.00","INTERVENTORÍA PARA EL MEJORAMIENTO DE LA VIA TERCIERIA QUE EL MUNICIPIO DE VETAS QUE CONDUCE AL MUNICIPIO DE CALIFORNIA MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLAS PARA EL MUNICIPIO DE VETAS, SANTANDER."" IT-CM-19-24",VETAS,LIQUIDADO,2020-06-23T00:00:00.000,2020-12-22T00:00:00.000,98.98%,98.98%
2019,2606,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) CAMIONETA LUV DIMAX 3.0, DOS (02) VOLQUETAS FTR, UN (01) RETROCARGADOR CAT 416E, UN (01) VIBROCOMPACTADOR Y UNA (01) MOTONIVELADORA, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DE SAN JUAQUIN",SAN JOAQUIN,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2607,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UN (01) VIBROCOMPACTADOR, UNA (01) MOTONIVELADORA, UN (01) RETROCARGADOR Y UNA (01) VOLQUETA FTR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE LA BELLEZA",LA BELLEZA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2608,"Adicional No. 01: $1.962.545.108,38
Adicional No. 02:$106.402.430,35","$ 9,132,520,122.73","CONSTRUCCION TERMINAL AEREA, AEROPUERTO LOS POZOS MUNUCIPIO DE SAN GIL, DEPARTAMENTO DE SANTANDER",SAN GIL,TERMINADO,2023-11-09T00:00:00.000,2022-12-08T00:00:00.000,99.95%,88.78%
2019,2609,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: DOS (02) MARTILLOS HIDRAHULICOS, CUATRO (04) VOLQUETAS FVR, UNA (01) CAMIONETA LUV DIMAX 3.0, UN (01) MINICARGADOR, DOS (02) RETROEXCAVADORAS, UN (01) VIBROCOMPACTADOR, UNA (01) MOTONIVELADORA, UN (01) TRACTOCAMION Y UN (01) BULLDOZER, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE PIEDECUESTA",PIEDECUESTA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2610,$ 0.00,"$ 621,512,292.00",INSTALACION DE SISTEMAS SOLARES FOTOVOLCAICAS INDIVIDUALES Y AUTONOMOS PARA LAS ESCUELAS INDIGENAS U'WA DE LAS COMUNIDADES TAMARA (MUNICIPIO DE CONCEPCION) TAURETES Y AGUABLANCA (MUNICIPIO DE CERRITO) DEPARTAMENTO DE SANTANDER,"CONCEPCION
CERRITO",LIQUIDADO,2019-12-30T00:00:00.000,2020-08-07T00:00:00.000,100.00%,100.00%
2019,2611,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) VOLQUETA FVR Y UN (01) BULLDOZER, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE SUCRE DE SUCRE",SUCRE,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2612,$ 0.00,$ 0.00,"COMODATO O PRESTAMO DE USO, DE: UNA (01) CAMIONETA LUV DIMAX, UNA (01) MOTONIVELADORA, TRES (03) RETROCARGADORES,, UN (01) VIBROCOMPACTADOR Y TRES (03) VOLQUETAS FVR, PARA EL MANTENIMIENTO Y MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN JURISDICCION DEL MUNICIPIO DE BETULIA",BETULIA,EJECUCION,1899-12-31T00:00:00.000,1899-12-31T00:00:00.000,0.00%,0.00%
2019,2460,"$ 62,332,200.00","$ 186,996,600.00","INTERVENTORIA TECNICA, ADMINISTRATIVA Y FINANCIERA A LA CONSTRUCCION DE ESTACION DE POLICIA EN EL MUNICIPIO DE LOS SANTOS, SANTANDER",LOS SANTOS,TERMINADO,2019-12-23T00:00:00.000,2023-06-24T00:00:00.000,100.00%,100.00%
2019,2614,$ 0.00,"$ 6,423,758,437.00",MEJORAMIENTO Y PAVIMENTACION DE LA VIA SECUNDARIA JESUS MARIA - SUCRE DEL DEPARTAMENTO DE SANTANDER,"JESUS MARIA
SUCRE",LIQUIDADO,2020-10-13T00:00:00.000,2023-04-30T00:00:00.000,100%,100%
2019,2615,$ 0.00,"$ 1,350,562,713.00",CONSTRUCCION DE PLACA HUELLAS EN ZONAS RURALES DEL MUNICIPIO DE PALMAS DEL SOCORRO SANTANDER,PALMAS DEL SOCORRO,LIQUIDADO,2020-08-10T00:00:00.000,2021-08-25T00:00:00.000,100.00%,100.00%
